Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Variable: Mean value of annual precipitation across the year (mm),Description: Mean value of annual precipitation across the year (mm),Comment: Mean value of annual precipitation across the year (mm),Variable: Mean value of monthly temperature across the year (°C),Description: Mean value of monthly temperature across the year (°C),Comment: Mean value of monthly temperature across the year (°C),Variable: Variance in monthly precipitation means,Description: Variance in monthly precipitation means,Comment: Variance in monthly precipitation means
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),,,40,-121,40,-121,nort2952,Northeast Maidu,nmu,Maiduan,102101.7774,,,10.33059693,,,13726588386,,
Ethnographic Atlas,Tibetans,Ee4,xd656,Tibetans (Ee4),Tibetans,AJ01,30,91,30,91,tibe1272,Tibetan,bod,Sino-Tibetan,55949.12614,,,-4.779496479,,,2986973856,,
Ethnographic Atlas,Mailu,Ie21,xd798,Mailu (Ie21),,,-10,149,-10,149,mail1248,Mailu,mgu,Mailuan,167970.7257,,,25.45957436,,,12657746559,,
Ethnographic Atlas,Majuro,If3,xd834,Majuro (If3),Marshalls,OR11,7.09,171.13,7,171,rata1243,Ratak,,Austronesian,279388.9575,,,27.50085397,,,15593397736,,
Western North American Indian database,Makah,WNAI13,xd1084,Makah Nootkan (J13),Nootka,NE11,48.33,-124.62,48.5,124.7,maka1318,Makah,myh,Wakashan,127062.2894,,,9.757693569,,,10399596400,,
Binford Hunter-Gatherer,Makah,B286,xd1084,Makah (B286),Nootka,NE11,48.22,-124.58,48.22,-124.58,maka1318,Makah,myh,Wakashan,127062.2894,,,9.757693569,,,10399596400,,
Ethnographic Atlas,Makah,Nb24,xd1084,Makah (Nb24),Nootka,NE11,48.33,-124.62,48,-125,maka1318,Makah,myh,Wakashan,127062.2894,,,9.757693569,,,10399596400,,
Standard cross-cultural sample,Makin,SCCS107,xd829,Gilbertese (SCCS107),,,3.38,172.99,3.5,172.33,bana1287,Banaban,,Austronesian,209493.3766,,,27.40383911,,,23456572588,,
Ethnographic Atlas,Ticuna,Se2,xd1366,Tucuna (Se2),Tucuna,SQ20,-3,-70,-3,-70,ticu1245,Ticuna,tca,Ticuna-Yuri,190178.3765,,,24.57226547,,,7759582638,,
Ethnographic Atlas,Makin,If14,xd829,Makin (If14),,,3.38,172.99,3,173,bana1287,Banaban,,Austronesian,209493.3766,,,27.40383911,,,23456572588,,
Ethnographic Atlas,Makonde,Ac41,xd68,Makonde (Ac41),,,-11,40,-11,40,mako1251,Makonde,kde,Atlantic-Congo,117047.6186,,,24.34536594,,,8904205979,,
Ethnographic Atlas,Makua,Ac42,xd69,Makua (Ac42),,,-15,39,-15,39,makh1264,Makhuwa,vmw,Atlantic-Congo,112793.8933,,,22.43630099,,,10254861129,,
Ethnographic Atlas,Malays,Ej8,xd730,Malays (Ej8),Malays,AN05,5,103,5,103,mala1479,Colloquial Malay,zlm,Austronesian,242231.5051,,,24.60709886,,,22738648013,,
Ethnographic Atlas,Male,Ca22,xd429,Male (Ca22),,,6,37,6,37,male1284,Male (Ethiopia),mdy,Ta-Ne-Omotic,83042.00591,,,21.66024055,,,4925033032,,
Ethnographic Atlas,Malinke,Ag9,xd297,Malinke (Ag9),,,11,-9,11,-9,west2500,Western Maninkakan,mlq,Mande,118206.5057,,,24.71808026,,,15666431728,,
Western North American Indian database,Uncompahgre Ute,WNAI130,xd1199,Uncompaghre Ute (J130),,,38,-108,38,108,utee1244,Ute,,Uto-Aztecan,66910.18541,,,5.710673781,,,1773504843,,
Ethnographic Atlas,Tigon,Ah25,xd315,Tigon (Ah25),,,17,11,17,11,tigo1236,Tigon Mbembe,nza,Atlantic-Congo,9837.736982,,,23.31714371,,,334581178.7,,
Ethnographic Atlas,Chilcotin,Nd8,xd1206,Chilcotin (Nd8),,,52,-122,52,-122,chil1280,Chilcotin,clc,Athapaskan-Eyak-Tlingit,73915.78364,,,1.570405763,,,1373561724,,
Ethnographic Atlas,Chimariko,Nb33,xd1094,Chimariko (Nb33),,,41,-123,41,-123,chim1301,Chimariko,cid,Chimariko,110570.2982,,,11.34578144,,,13710113421,,
Binford Hunter-Gatherer,Chimariko,B162,xd1094,Chimariko (B162),,,40.85,-123.3,40.85,-123.3,chim1301,Chimariko,cid,Chimariko,104863.3476,,,11.94510031,,,12299550683,,
Western North American Indian database,Chimariko,WNAI46,xd1094,Chimariko (J46),,,40.7,-123.2,40.7,123.2,chim1301,Chimariko,cid,Chimariko,104863.3476,,,11.94510031,,,12299550683,,
Ethnographic Atlas,Chin,Ei19,xd706,Chin (Ei19),,,22,94,22,94,sent1260,Senthang Chin,sez,Sino-Tibetan,106036.5907,,,22.55281633,,,13991971983,,
Ethnographic Atlas,Tigre,Ca38,xd446,Tigre (Ca38),,,17,39,17,39,mans1267,Mansa',,Afro-Asiatic,16735.61476,,,26.50169906,,,409641256.2,,
Ethnographic Atlas,Chinantec,Nj1,xd1295,Chinantec (Nj1),,,18,-96,18,-96,chil1282,Chiltepec Chinantec,csa,Otomanguean,162223.9457,,,18.33860316,,,4577464479,,
Binford Hunter-Gatherer,Chiricahua,B242,xd1259,Chiricahua Apache (B242),Eastern Apache,NT08,32.52,-101.76,32.52,-101.76,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,59927.17948,,,14.97680395,,,1468752723,,
Ethnographic Atlas,Burmawa,Ah18,xd307,Borrom (Ah18),,,10,10,10,10,bogh1241,Boghom,bux,Afro-Asiatic,103445.7603,,,23.74229365,,,9643903120,,
Ethnographic Atlas,Chiricahua,Nh1,xd1259,Chiricahua (Nh1),Eastern Apache,NT08,31,-108,31,-108,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,43966.66579,,,15.32261797,,,1106010213,,
Standard cross-cultural sample,Chiricahua,SCCS148,xd1259,Chiricahua (SCCS148),Eastern Apache,NT08,32,-109.5,32,-109.5,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,44151.73182,,,14.39422375,,,1165794130,,
Western North American Indian database,Chiricahua (Huachuca),WNAI153,xd1259,Huachuca Chiricahua Apache (J153),Eastern Apache,NT08,31.8,-110,31.8,110,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,41908.06262,,,15.4919002,,,1190791156,,
Ethnographic Atlas,Abelam,Ie15,xd791,Abelam (Ie15),,,-3.79,143.09,4,-145,ambu1247,Ambulas,abt,Ndu,335699.107,,,23.26429204,,,22592155376,,
Ethnographic Atlas,Tigrinya,Ca3,xd437,Tigrinya (Ca3),,,14,39,14,39,tigr1271,Tigrinya,tir,Afro-Asiatic,32945.40648,,,22.24217911,,,1466841810,,
Ethnographic Atlas,Abarambo,Ai27,xd356,Abarambo (Ai27),,,4,27,4,27,bara1361,Barambu,brm,Atlantic-Congo,215884.6641,,,21.83753019,,,14844572313,,
Ethnographic Atlas,Choctaw,Ng12,xd1247,Choctaw (Ng12),,,33,-88,33,-88,choc1276,Choctaw,cho,Muskogean,98439.45221,,,16.68382167,,,2289933855,,
Ethnographic Atlas,Boers,Cf2,xd537,Boers (Cf2),,,-16,28,-16,28,afri1274,Afrikaans,afr,Indo-European,91102.97416,,,21.3616868,,,14576352386,,
Ethnographic Atlas,Choiseulese,Ig12,xd844,Choiseulese (Ig12),,,-6.69,156.52,-6,156,vagh1249,Vaghua,tva,Austronesian,299823.3941,,,27.36739099,,,17666401828,,
Ethnographic Atlas,Chokwe,Ac12,xd36,Chokwe (Ac12),,,-10,21,-10,21,chok1245,Chokwe,cjk,Atlantic-Congo,130821.0527,,,20.4995579,,,13961412818,,
Binford Hunter-Gatherer,Cholanaikkan,B20,xd913,Cholanaickan (B20),,,10.18,76.4,10.18,76.4,jenn1240,Jennu Kurumba,xuj,Dravidian,189398.7072,,,26.22197521,,,29073127915,,
Binford Hunter-Gatherer,Chono,B52,xd922,Chono (B52),,,-45,-73.83,-45,-73.83,chon1248,Chono,,Chono,174216.2655,,,8.657289454,,,5824688287,,
Ethnographic Atlas,Tikar,Ae58,xd180,Tikar (Ae58),,,6,12,6,12,tige1238,Tige,,Atlantic-Congo,183005.8687,,,20.20665192,,,15106533871,,
Ethnographic Atlas,Abenaki,Ng13,xd1248,Abnaki (Ng13),,,46,-70,46,-70,peno1243,Penobscot,,Algic,97164.04533,,,4.878709633,,,1671748780,,
Ethnographic Atlas,Choroti,Sh5,xd1392,Choroti (Sh5),Choroti,SK06,-22,-62,-22,-62,iyow1239,Iyo'wujwa Chorote,crq,Matacoan,84072.86618,,,25.00054367,,,5040204372,,
Ethnographic Atlas,Blackfoot,Ne12,xd1211,Blackfoot (Ne12),Blackfoot,NF06,51,-112,51,-112,pieg1239,Piegan,,Algic,35498.67711,,,4.568714475,,,461386041.6,,
Ethnographic Atlas,Ch'orti',Sa3,xd1319,Chorti (Sa3),,,14,-89,14,-89,chor1273,Chortí,caa,Mayan,78807.52264,,,23.8632508,,,9342600261,,
Ethnographic Atlas,Chugach,Na10,xd1027,Chugach (Na10),South Alaskan Eskimo,NA10,60.72,-146.49,60,-147,paci1278,Pacific Gulf Yupik,ems,Eskimo-Aleut,164554.1179,,,-3.004725361,,,6045749780,,
Binford Hunter-Gatherer,Chugach,B297,xd1027,Chugash (B297),South Alaskan Eskimo,NA10,61.21,-147.61,61.21,-147.61,paci1278,Pacific Gulf Yupik,ems,Eskimo-Aleut,109614.5635,,,-5.21462063,,,2726393128,,
Ethnographic Atlas,Chukchi,Ec3,xd631,Chukchee (Ec3),Chukchee,RY02,66,177,66,177,chuk1273,Chukchi,ckt,Chukotko-Kamchatkan,43569.91725,,,-12.53404682,,,556591264.8,,
Standard cross-cultural sample,Tikopia,SCCS100,xd881,Tikopia (SCCS100),Tikopia,OT11,-12.29,168.83,-12.5,168.5,tiko1237,Tikopia,tkp,Austronesian,239613.6026,,,27.23534904,,,15697970977,,
Standard cross-cultural sample,Chukchi,SCCS121,xd631,Chukchee (SCCS121),Chukchee,RY02,66.5,179.6,66.5,180,chuk1273,Chukchi,ckt,Chukotko-Kamchatkan,50583.29046,,,-13.53160257,,,715301571.4,,
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),,,34.44,-119.71,34,-120,cruz1243,Cruzeño,crz,Chumashan,27668.0532,,,16.72469761,,,1861453754,,
Ethnographic Atlas,Bomvana,Ab21b,xd24,Bomvana (Ab21b),,,-32,28,-32,28,bomv1238,Bomvana,,Atlantic-Congo,115181.4103,,,15.87293026,,,4736734684,,
Binford Hunter-Gatherer,Chumash,B161,xd1127,Chumash (B161),,,34.63,-119.6,34.63,-119.6,cruz1243,Cruzeño,crz,Chumashan,31614.11989,,,16.42836597,,,2390439957,,
Ethnographic Atlas,Chuvash,ch14,xd551,Chuvash (ch14),,,57,53,57,53,chuv1255,Chuvash,chv,Turkic,59965.61981,,,4.02812937,,,608425489,,
Binford Hunter-Gatherer,Clear Lake Pomo,B159,xd1116,Clear Lake Pomo (B159),Pomo,NS18,39.12,-122.94,39.12,-122.94,east2545,Eastern Pomo,peb,Pomoan,80453.84128,,,13.78493597,,,9841134185,,
Ethnographic Atlas,Coahuilteco,Ne21,xd1221,Coahuilteco (Ne21),,,29,-99,29,-99,coah1252,Coahuilteco,xcw,Coahuilteco,57380.65724,,,20.15746538,,,1601991680,,
Binford Hunter-Gatherer,Uncompahgre Ute,B234,xd1199,Uncompahgre Ute (B234),,,38.14,-107.8,38.14,-107.8,utee1244,Ute,,Uto-Aztecan,68831.36698,,,4.913003949,,,1877308640,,
Ethnographic Atlas,Tikopia,Ii2,xd881,Tikopia (Ii2),Tikopia,OT11,-12.29,168.83,-12,168,tiko1237,Tikopia,tkp,Austronesian,239613.6026,,,27.23534904,,,15697970977,,
Binford Hunter-Gatherer,Coahuilteco,B194,xd1221,Coahuilenos (B194),,,26,-102.07,26,-102.07,coah1252,Coahuilteco,xcw,Coahuilteco,60519.76938,,,16.44000586,,,1605874169,,
Binford Hunter-Gatherer,Coast Miwok,B168,xd983,Coast Miwok (B168),,,38.24,-122.88,38.24,-122.88,coas1301,Coast Miwok,csi,Miwok-Costanoan,55167.95279,,,14.47797614,,,4927919192,,
Ethnographic Atlas,Dagomba,Ag44,xd282,Dagomba (Ag44),,,9,0,9,0,dagb1246,Dagbani,dag,Atlantic-Congo,111831.636,,,25.41229808,,,9054688629,,
Binford Hunter-Gatherer,Coast Yuki,B177,xd1113,Coast Yuki (B177),Yuki,NS30,39.64,-123.74,39.64,-123.74,yuki1243,Yuki,yuk,Yuki-Wappo,83551.31477,,,12.8527965,,,8857524546,,
Ethnographic Atlas,Coast Yuki,Nc15,xd1113,Coast Yuki (Nc15),Yuki,NS30,39.34,-123.77,39,-124,yuki1243,Yuki,yuk,Yuki-Wappo,69660.14953,,,13.31654243,,,6594667633,,
Western North American Indian database,Coast Yuki,WNAI60,xd1113,Coast Yuki (J60),Yuki,NS30,39.4,-123.6,39.4,123.6,yuki1243,Yuki,yuk,Yuki-Wappo,69660.14953,,,13.31654243,,,6594667633,,
Ethnographic Atlas,Cocama,Se10,xd1363,Cocama (Se10),,,1,-79,1,-79,coca1259,Cocama-Cocamilla,cod,Tupian,256564.7474,,,22.70023207,,,16219626157,,
Western North American Indian database,Tillamook,WNAI28,xd1080,Tillamook Salish (J28),,,45.4,-123.82,45.5,123.9,till1254,Tillamook,til,Salishan,109193.4981,,,11.00926837,,,10044077458,,
Western North American Indian database,Cochiti,WNAI165,xd1283,Cochiti (J165),,,35.6,-106,35.6,106,coch1273,Cochiti,,Keresan,63833.91246,,,6.959871906,,,1627921380,,
Ethnographic Atlas,Cochiti,Nh7,xd1283,Cochiti (Nh7),,,36,-106,36,-106,coch1273,Cochiti,,Keresan,63833.91246,,,6.959871906,,,1627921380,,
Ethnographic Atlas,Dagur,Eb4,xd612,Dagur (Eb4),,,49,125,49,125,daur1238,Dagur,dta,Mongolic,54576.20999,,,0.31815044,,,4000556750,,
Western North American Indian database,Cocopa,WNAI143,xd1269,Cocopa (J143),,,32,-115,32,115,coco1261,Cocopa,coc,Cochimi-Yuman,15707.05447,,,20.36625285,,,449357530.4,,
Ethnographic Atlas,Cocopa,Nh19,xd1269,Cocopa (Nh19),,,32,-115,32,-115,coco1261,Cocopa,coc,Cochimi-Yuman,15707.05447,,,20.36625285,,,449357530.4,,
Ethnographic Atlas,Coeur d’Alene,Nd14,xd1146,Coeur d’Alene (Nd14),Southeast,NR19,48,-117,48,-117,coeu1236,Coeur d'Alene,crd,Salishan,67671.72084,,,6.090183509,,,2317525695,,
Binford Hunter-Gatherer,Coeur d’Alene,B320,xd1146,Coeur d'Alene (B320),Southeast,NR19,47.42,-116.34,47.42,-116.34,coeu1236,Coeur d'Alene,crd,Salishan,76092.87279,,,6.530586414,,,3275855926,,
Ethnographic Atlas,Tillamook,Nb20,xd1080,Tillamok (Nb20),,,44.75,-123.72,45,-124,till1254,Tillamook,til,Salishan,106381.6214,,,11.2257092,,,9828354794,,
Western North American Indian database,Coeur d’Alene,WNAI103,xd1146,Coeur d’Alene (J103),Southeast,NR19,47.7,-117,47.7,117,coeu1236,Coeur d'Alene,crd,Salishan,67671.72084,,,6.090183509,,,2317525695,,
Standard cross-cultural sample,Comanche,SCCS147,xd1222,Comanche (SCCS147),Comanche,NO06,34,-101.5,34,-101.5,coma1245,Comanche,com,Uto-Aztecan,60381.72512,,,14.75241534,,,1583535098,,
Ethnographic Atlas,Dahuni,Ig14,xd846,Dahuni (Ig14),,,-10.41,149.91,-10,150,suau1242,Suau,swp,Austronesian,174584.5045,,,25.53606853,,,12756561738,,
Binford Hunter-Gatherer,Comanche,B241,xd1222,Comanche (B241),Comanche,NO06,36.83,-100.5,36.83,-100.5,coma1245,Comanche,com,Uto-Aztecan,58760.54224,,,13.73959278,,,1900554767,,
Ethnographic Atlas,Comanche,Ne3,xd1222,Comanche (Ne3),Comanche,NO06,33,-100,33,-100,coma1245,Comanche,com,Uto-Aztecan,62111.52229,,,16.62908925,,,1582929654,,
Ethnographic Atlas,Comox,Nb14,xd1073,Comox (Nb14),,,49.72,-124.97,50,-125,isla1276,Island Comox,,Salishan,182966.9756,,,6.299149409,,,18644277869,,
Binford Hunter-Gatherer,Comox,B282,xd1073,Comox (B282),,,50,-125.5,50,-125.5,isla1276,Island Comox,,Salishan,179831.5588,,,6.968269828,,,17931070790,,
Binford Hunter-Gatherer,Tillamook,B281,xd1080,Tillamook (B281),,,45.4,-123.82,45.4,-123.82,till1254,Tillamook,til,Salishan,109193.4981,,,11.00926837,,,10044077458,,
Ethnographic Atlas,Coniagui,Ag8,xd296,Coniagui (Ag8),,,13,-13,13,-13,wame1240,Wamey,cou,Atlantic-Congo,53899.59288,,,28.12377005,,,4818628566,,
Ethnographic Atlas,Coos,Nb21,xd1081,Coos (Nb21),,,43,-124,43,-124,coos1249,Hanis,csz,Coosan,114773.7661,,,11.30610184,,,12599980487,,
Ethnographic Atlas,Daka,Ah29,xd319,Daka (Ah29),,,8,11,8,11,samb1311,Samba Daka,ccg,Atlantic-Congo,132061.9328,,,23.13779079,,,11338578902,,
Binford Hunter-Gatherer,Coos,B275,xd1081,Coos (B275),,,43.43,-124.11,43.43,-124.11,coos1249,Hanis,csz,Coosan,99059.00977,,,11.70436866,,,8933014115,,
Western North American Indian database,Coos,WNAI31,xd1081,Coos (J31),,,43.3,-124.2,43.3,124.2,coos1249,Hanis,csz,Coosan,99059.00977,,,11.70436866,,,8933014115,,
Standard cross-cultural sample,Copper Inuit,SCCS124,xd1022,Copper Eskimo (SCCS124),Copper Eskimo,ND08,68.72,-112.53,68,-112.5,copp1244,Copper Inuktitut,,Eskimo-Aleut,23707.46593,,,-14.2963464,,,183123376.7,,
Ethnographic Atlas,Copper Inuit,Na3,xd1022,Copper Eskimo (Na3),Copper Eskimo,ND08,69,-110,69,-110,copp1244,Copper Inuktitut,,Eskimo-Aleut,23634.44654,,,-14.92022168,,,197660238,,
Binford Hunter-Gatherer,Timponogas,B209,xd991,Ute-timanogas (B209),,,40.22,-111.81,40.22,-111.81,utee1244,Ute,,Uto-Aztecan,35918.02355,,,8.065252216,,,588417060,,
Binford Hunter-Gatherer,Copper Inuit,B381,xd1022,Copper Inuit (B381),Copper Eskimo,ND08,68.58,-106.61,68.58,-106.61,copp1244,Copper Inuktitut,,Eskimo-Aleut,23383.38669,,,-15.33275202,,,189673333.2,,
Western North American Indian database,Cowichan,WNAI17,xd1086,Cowichan Salish (J17),,,48.7,-123.7,48.7,123.7,cowi1241,Cowichan,,Salishan,157295.1964,,,7.994835395,,,15507839967,,
Ethnographic Atlas,Dakakari,Ah13,xd302,Dakakari (Ah13),,,12,5,12,5,clel1238,C'lela,dri,Atlantic-Congo,74676.33386,,,26.11575223,,,6725745133,,
Ethnographic Atlas,Cowichan,Nb26,xd1086,Cowichan (Nb26),,,49.01,-122.73,49,-123,cowi1241,Cowichan,,Salishan,190666.1216,,,4.990292246,,,21238981947,,
Binford Hunter-Gatherer,Cowichan,B280,xd1086,Cowichan (B280),,,48.41,-123.64,48.41,-123.64,cowi1241,Cowichan,,Salishan,129851.493,,,9.498803383,,,10980385273,,
Binford Hunter-Gatherer,Crow,B248,xd1223,Crow (B248),Crow,NQ10,45.83,-108.48,45.83,-108.48,crow1244,Crow,cro,Siouan,57427.04958,,,5.157118887,,,1760247345,,
Ethnographic Atlas,Crow,Ne4,xd1223,Crow (Ne4),Crow,NQ10,45,-108,45,-108,crow1244,Crow,cro,Siouan,59029.69914,,,3.666578006,,,1949039374,,
Ethnographic Atlas,Timucua,Ng8,xd1257,Timucua (Ng8),,,27,-82,27,-82,timu1245,Timucua,tjm,Timucua,96063.33955,,,23.13796521,,,2712734806,,
Standard cross-cultural sample,Cubeo,SCCS167,xd1369,Cubeo (SCCS167),Tucano,SQ19,1.25,-70.5,1.25,-70.5,cube1242,Cubeo,cub,Tucanoan,248037.8708,,,23.71447438,,,8701186359,,
Ethnographic Atlas,Cubeo,Se5,xd1369,Cubeo (Se5),Tucano,SQ19,1,-71,1,-71,cube1242,Cubeo,cub,Tucanoan,245299.1804,,,23.52865269,,,8083363208,,
Binford Hunter-Gatherer,Dakelh,B349,xd1035,Carrier (B349),,,53.33,-123.15,53.33,-123.15,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,72906.80489,,,1.122960764,,,1105503175,,
Binford Hunter-Gatherer,Cupeño,B145,xd1132,Cupeno (B145),,,33.26,-116.59,33.26,-116.59,cupe1243,Cupeño,cup,Uto-Aztecan,20141.04851,,,18.14102196,,,1136652149,,
Ethnographic Atlas,Cupeño,Nc32,xd1132,Cupeno (Nc32),,,33,-117,33,-117,cupe1243,Cupeño,cup,Uto-Aztecan,18475.75368,,,18.02087342,,,918742092.9,,
Ethnographic Atlas,Tira,Ai41,xd372,Tira (Ai41),,,11,30,11,30,tira1254,Tira,tic,Heibanic,83224.02109,,,25.7611338,,,5484783802,,
Ethnographic Atlas,Dakelh,Na19,xd1035,Carrier (Na19),,,54,-124,54,-124,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,78591.57972,,,0.885064184,,,1330308016,,
Ethnographic Atlas,Tiriki,Ad40,xd110,Tiriki (Ad40),,,0,35,0,35,idak1243,Idakho-Isukha-Tiriki,ida,Atlantic-Congo,68198.09799,,,19.39983749,,,6129817057,,
Western North American Indian database,Dakelh (Alkatcho Carrier),WNAI93,xd1035,Alkatcho Carrier (J93),,,55,-127,55,127,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,114459.6523,,,-0.675228643,,,3558065076,,
Ethnographic Atlas,Tiv,Ah3,xd320,Tiv (Ah3),Tiv,FF57,7,9,7,9,tivv1240,Tiv,tiv,Atlantic-Congo,161826.8751,,,23.1944689,,,13611477259,,
Western North American Indian database,Dakelh (Lower Carrier),WNAI94,xd1035,Lower Carrier (J94),,,53,-122.7,53,122.7,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,71087.94536,,,1.243727895,,,1087731233,,
Ethnographic Atlas,Karen,Ei7,xd713,Karen (Ei7),Karen,AP07,17.12,97.19,17,97,pwow1235,Pwo Western Karen,pwo,Sino-Tibetan,154062.7227,,,25.20825485,,,38317725884,,
Ethnographic Atlas,Dan,Af50,xd231,Dan (Af50),,,8,8,8,8,gwee1242,Gweetaawu,,Mande,135403.6151,,,24.31231705,,,11268563078,,
Binford Hunter-Gatherer,Kariyarra,B106,xd780,Kariera (B106),,,-20.88,118.27,-20.88,118.27,kari1304,Kariyarra,vka,Pama-Nyungan,66800.73183,,,26.09662782,,,8233461334,,
Ethnographic Atlas,Dani,Ie38,xd816,Dani (Ie38),,,-4,139,-4,139,midg1235,Mid Grand Valley Dani,dnt,Nuclear Trans New Guinea,365403.9826,,,19.91134083,,,22850805065,,
Ethnographic Atlas,Kariyarra,Id5,xd780,Kariera (Id5),,,-21,118,-21,118,kari1304,Kariyarra,vka,Pama-Nyungan,70442.92486,,,25.6077913,,,7941068315,,
Ethnographic Atlas,Darasa,Ca15,xd421,Darasa (Ca15),,,6,38,6,38,gede1246,Gedeo,drs,Afro-Asiatic,70074.80586,,,19.26233973,,,3685774521,,
Standard cross-cultural sample,Tiwi,SCCS90,xd778,Tiwi (SCCS90),Tiwi,OI20,-11.38,131,-11.38,131,tiwi1244,Tiwi,tiw,Tiwi,148308.8129,,,26.94768353,,,27168025880,,
Ethnographic Atlas,Bongo,Ai35,xd365,Bongo (Ai35),,,7,29,7,29,bong1285,Bongo,bot,Central Sudanic,136019.13,,,23.61649912,,,8734248928,,
Binford Hunter-Gatherer,Tjapwurong,B133,xd977,Tjapwurong (B133),,,-35.86,141.38,-35.86,141.38,djab1234,Djabwurrung,tjw,Pama-Nyungan,52413.66423,,,15.51035829,,,883707971.8,,
Ethnographic Atlas,Deg Xit'an,Na8,xd1066,Ingalik (Na8),Ingalik,NA08,62,-160,62,-160,dege1248,Degexit'an,ing,Athapaskan-Eyak-Tlingit,59558.13341,,,-3.836284837,,,877565747.1,,
Ethnographic Atlas,Tlaxcalans,Nj9,xd1308,Tlaxdalans (Nj9),,,19,-98,19,-98,cent2132,Tlaxcala-Puebla-Central Nahuatl,nhn,Uto-Aztecan,96536.46481,,,13.94816831,,,4162874471,,
Ethnographic Atlas,Buem,Af37,xd216,Buem (Af37),,,7.22,0.46,3,1,siwu1238,Siwu,akp,Atlantic-Congo,113787.0757,,,24.80392834,,,6842333406,,
Ethnographic Atlas,Tlicho,Na15,xd1032,Dogrib (Na15),,,63,-117,63,-117,dogr1252,Dogrib,dgr,Athapaskan-Eyak-Tlingit,26673.46757,,,-6.226437559,,,191686001.7,,
Ethnographic Atlas,Bodi,Aj18,xd393,Bodi (Aj18),,,5,35,5,35,meen1242,Me'en,mym,Surmic,97487.99851,,,25.44894183,,,6188710875,,
Binford Hunter-Gatherer,Tlicho,B361,xd1032,Dogrib (B361),,,63.85,-115.61,63.85,-115.61,dogr1252,Dogrib,dgr,Athapaskan-Eyak-Tlingit,28366.43667,,,-7.530918115,,,190710955,,
Binford Hunter-Gatherer,Birhor,B18,xd911,Birhor (B18),,,23.41,84.38,23.41,84.38,birh1242,Birhor,biy,Austroasiatic,104246.0578,,,22.99138606,,,12743414616,,
Ethnographic Atlas,Hamar,Ca21,xd428,Hammar (Ca21),,,5,36,5,36,hame1242,Hamer-Banna,amf,South Omotic,79344.1675,,,25.44471128,,,4548679328,,
Ethnographic Atlas,Hamyan,Cd14,xd512,Hamyan (Cd14),,,35,2,35,2,oran1236,Oran,,Afro-Asiatic,26492.35622,,,15.64128367,,,389397038.9,,
Binford Hunter-Gatherer,Hän,B351,xd1008,Han (B351),,,64.79,-141.2,64.79,-141.2,hann1241,Han,haa,Athapaskan-Eyak-Tlingit,49804.34058,,,-7.012537009,,,675474326.6,,
Western North American Indian database,Tlingit,WNAI2,xd1082,South Tlingit (J2),Tlingit,NA12,57,-133.59,57,134,tlin1245,Tlingit,tli,Athapaskan-Eyak-Tlingit,152447.3285,,,4.76994149,,,7217226005,,
Ethnographic Atlas,Hano,Nh2,xd1270,Hano (Nh2),,,36,-111,36,-111,hano1247,Hano (USA),,Kiowa-Tanoan,33382.1618,,,10.88647764,,,751192909,,
Ethnographic Atlas,Vere,Ah32,xd323,Vere (Ah32),,,9,13,9,13,momj1237,Mom Jango,ver,Atlantic-Congo,108514.6497,,,23.93756648,,,8863090151,,
Ethnographic Atlas,Hanunoo,Ia5,xd745,Hanunoo (Ia5),,,13,121,13,121,hanu1241,Hanunoo,hnn,Austronesian,186233.9842,,,26.77730995,,,19797812460,,
Ethnographic Atlas,Builsa,Ag38,xd275,Builsa (Ag38),,,11,-2,11,-2,buli1254,Buli (Ghana),bwu,Atlantic-Congo,90046.60985,,,25.97881217,,,9606182820,,
Binford Hunter-Gatherer,Hare,B352,xd1009,Hare (B352),,,67.47,-125,67.47,-125,nort2942,North Slavey,scs,Athapaskan-Eyak-Tlingit,25969.80556,,,-9.944382039,,,169158559.1,,
Ethnographic Atlas,Hasania,Cb4,xd481,Hasania (Cb4),,,14,32,14,32,khar1296,Khartoum,,Afro-Asiatic,35973.0993,,,27.2194278,,,1452175039,,
Ethnographic Atlas,Hasinai,Nf8,xd1242,Hasinai (Nf8),,,31,-95,31,-95,cadd1256,Caddo,cad,Caddoan,79730.02519,,,18.59906132,,,2146329169,,
Ethnographic Atlas,Hausa Kanawa,Cb9,xd486,Hausa Kanawa (Cb9),Hausa,MS12,12,9,12,9,kano1249,Kano,,Afro-Asiatic,68623.55334,,,24.37438448,,,5389055860,,
